username,review_text,rating,at,appversion,sentiment,label_source,review_length
Dina Lorena,Sekarang kalau pesan makanan maupun minuman online lama betul dapat driver Ujung ujungnya dibatalkan kita maka sudah tunggu tunggu gak ada juga di dapat driver Makanya ku kasih bintang 1 Kalau gojek dulu boleh lah Bagus cepat sekarang lelet Mana gak ada kepastian Ujungujungnya dibatalkan,1,2024-01-02 12:13:44,4.80.4,negative,rating_rule,288
Muchlis,Aplikasinya makin berat waktu mau masuk langsung keluar sendiri pdhl jaringan lancar pake wifi pdhl tpi msi aja suka keluar mohon diperbaiki developernya,1,2024-01-05 03:36:12,4.80.4,negative,rating_rule,153
nur asyiah,Bagus dan sangat menolong disaat benar2 di butuhkn mslh cpt teratasi sprti ketinggalan brg dll,5,2024-01-02 10:20:21,4.80.4,positive,rating_rule,94
Menus Musenx,Kenapa ngk bisa pesan makanan,3,2023-12-21 12:37:53,4.80.4,neutral,rating_rule,29
Risti Widiastiti,Skrg ga prnah dpt potongan atau promopadahal dr dlu pake gojek,3,2024-01-05 04:39:00,4.80.4,neutral,rating_rule,62
Rere,Menu go food nya gak bisa di buka,1,2024-01-05 04:55:42,4.80.4,negative,rating_rule,33
Jemy Matthew,Sudah top up tapi gabisa dipakai payment internet ada saldo ada Parah padahl urgent,1,2023-12-21 12:29:51,4.80.4,negative,rating_rule,83
Gerónimo Rulli (Sugato),kapok dengan mekanisme gopaylater terbarutelat sehari karena kena dampak sinyal off indst saja sudah kedenda 50k dan untuk 5 hari kedepan 30kenak mekanisme lama denda harian nominal dikit gak mbebani kalau semisal kelupaannext lunasi dan ogah lagi pinjem,1,2024-01-02 09:52:26,4.80.4,negative,rating_rule,254
Arya Prasetya,Saat masukkin Pin sering ada angka yang ga kepencetsaat sudah benar malah wah kebanyakan nyoba gajelas apk sampah,1,2023-12-22 08:32:54,4.80.4,negative,rating_rule,113
Taufik Novianto,Mantap bro,5,2023-12-22 08:31:58,4.80.4,positive,rating_rule,10
Nawin win (Awin),bagus sakali nyaman,5,2024-01-05 04:44:48,4.80.4,positive,rating_rule,19
Rian Aditya,ga bisa masuk akun,1,2023-12-21 12:34:14,4.80.4,negative,rating_rule,18
Eldi Sihotang,mantapjujur,5,2024-01-05 04:33:43,4.80.4,positive,rating_rule,11
TEDY EPENDI,Ok theks apk ojek,5,2024-01-02 10:18:54,4.80.4,positive,rating_rule,17
CHEPY CHANNEL,Good apps sangat membantu dan pengiriman cepat,5,2024-01-05 04:32:04,4.80.4,positive,rating_rule,46
Rifki Adi darmawan,Resto udah bangkrut masih kedaftar Tambah jelek pelayananya,1,2024-01-02 10:11:15,4.80.4,negative,rating_rule,59
tri atmodjo,good service,5,2024-01-05 04:08:31,4.80.4,positive,rating_rule,12
Parwanti Parwanti,naik gojek cepat selamat sampai tujuan,5,2024-01-05 03:54:16,4.80.4,positive,rating_rule,38
Sol Likhah,Astaga saya memasukkan pin selalu muncul perintah menunggu tolong lah stres banget aku,1,2024-01-05 03:42:07,4.80.4,negative,rating_rule,86
Elisia Nadhir,Bagus aplikasinya membantu sekali lup lup sekebon,5,2024-01-02 08:16:03,4.80.4,positive,rating_rule,49
Karin Vayra,Hallo ini gmn ya sering bgt nongol gojek tidak menanggapi sampe akhirnya uninstall pas install lagi eh malah terus2an muncul tulisan ada kendala teknis Terus gmn dong solusinya gopay nya jadi gak bisa dipake,2,2024-01-02 08:09:22,4.80.4,negative,rating_rule,207
Aqil Alhafizh,Driver lama paling mahal kadang gk ada driver ongkir mahal driver nya lama dipilihinkatanya yg paling Deket Edit  Sekarang tambah parah titik pengantaran kelempar jauh,1,2024-01-02 08:08:05,4.80.4,negative,rating_rule,167
Mama Kerupuk,Kenapa jadi blank putih ya,2,2024-01-02 07:58:30,4.80.4,negative,rating_rule,26
Y H,bintang bicara terima kasih,5,2024-01-02 05:43:40,4.80.4,positive,rating_rule,27
Angky Norinasari,sangat membantu terimakasih gojek,5,2024-01-02 05:53:36,4.80.4,positive,rating_rule,33
rudy Wijaya,Mantao,5,2024-01-05 11:36:11,4.80.4,positive,rating_rule,6
Radi Daryono,Segala keperluan mudah dengan gojek,5,2024-01-02 05:59:38,4.80.4,positive,rating_rule,35
Priyo Sulistyohadi,Iklan penawarannya menggangu,1,2024-01-05 11:34:16,4.80.4,negative,rating_rule,28
Luthfianto Ardi,aplikasi sampah mending gausa bikin aplikasi kalo kebanyakan errormya sinyal bagus kuat tetep aja masi stuck,1,2023-12-21 11:57:24,4.80.4,negative,rating_rule,108
Husnul Khotimah,Aplikasi ini sangat membantu sekali untuk perjalanan kemana ajh,5,2024-01-02 06:02:08,4.80.4,positive,rating_rule,63
kin chan,Saya kurang Bintangnya karena aplikasi ngga bisa nemu alamat saya padahal sudah jelas di map,2,2024-01-02 06:15:52,4.80.4,negative,rating_rule,92
M y s t i q u e,lagi butuhnya malah gabisa di pake gopaylater,1,2024-01-02 06:18:57,4.80.4,negative,rating_rule,45
Fegga juniawan,Gopaylater tiba di blokir setelah pembayaran tagihan,2,2024-01-05 11:10:17,4.80.4,negative,rating_rule,52
Saepul Nurhakim,Sering melakukan update aplikasi tapi malah semakin tidak bisa melakukan order Gojek Gocar dan Gofood padahal jaringan internet dan kuota sangat aman,1,2023-12-21 11:59:42,4.80.4,negative,rating_rule,149
Wildan Wil,Bagus sesuai waktu ny,5,2024-01-05 11:00:39,4.80.4,positive,rating_rule,21
Rasya Phi Man,Ini mau buat laporan kurang kenapa ngk bisa pilih galeri foto ada di galeri dah beberapa kali dengan berbeda pedagang,3,2024-01-05 10:57:17,4.80.4,neutral,rating_rule,117
Viki Fauzi,Wahai aplikasi busuk knapa lagi ini aplikasi Aq ga bisa proses order aq relogin malah ga bisa masuk Apa kabar saldo gopayku Segala alasan internet nya bermasalah lahaq buka aplikasi lain online fine2 aj Harga naik promo minim denda telat paylater makin ga masuk akal Was it even worth it to still use gojek,1,2023-12-21 12:03:32,4.80.4,negative,rating_rule,306
Eril putingbliung,Bukan kaleng2,5,2024-01-05 11:52:17,4.80.4,positive,rating_rule,13
retno susilowati,minuman favorit passion asem manis segerpelayanan ramahtempatnya nyaman bersih,5,2024-01-05 12:07:06,4.80.4,positive,rating_rule,78
Eko Hartono,Saya order makanan tapi di cancel KECEWA,1,2024-01-02 05:31:28,4.80.4,negative,rating_rule,40
Adimas Pradana,Sangat membantu dalam belanja baik langsung maupun online,5,2024-01-05 13:15:53,4.80.4,positive,rating_rule,57
Mick Andersen Silalahi,LAMA BANGET CARI DRIVER NYA WOYYY KEBURU LAPER GAK DAPET DRIVER DEKET PADAHAL RESTONYA,1,2024-01-05 13:08:38,4.80.4,negative,rating_rule,86
Handi Nugraha,Heran banget sm aplikasi ini sering bgt error mau pesan gofood loading terus entah apa maksudnya makannya mending pindah ke si oren dah kapok pake gojek buang2 waktu keburu laper,1,2023-12-21 11:52:03,4.80.4,negative,rating_rule,178
Rizki Yuniasari,Mesan gofood hampir 1 jam g dpt driver akhirnya resto minta dibatalkan,2,2024-01-05 12:42:38,4.80.4,negative,rating_rule,70
Zaelani oke,Top bangetmurah lagi,5,2023-12-22 11:23:15,4.80.4,positive,rating_rule,20
Rony Yusuf,Makin tidak enak pesan food di gojek,1,2024-01-05 12:11:10,4.80.4,negative,rating_rule,36
Iyan Suryansyah,Kenapa ga bisa di pake gopaylaternya Padahal ga pernah telatlimit juga naek teruspas di cek ternyata gopaylaternya di bekukan Trus buat apa limit naek tapi gabisa dipake,1,2023-12-22 11:07:26,4.80.4,negative,rating_rule,169
Gentha IG,Vocer buat pengguna baru aja yg ada Pengguna lama mau kau kemanakan,1,2024-01-05 12:26:59,4.80.4,negative,rating_rule,67
Zahra Nurfiani,mohon maaf gojek ini ko semakin lama eror bgt ya saya udah top up gojek jdi lemot gini pdhal jaringan saya bagus,3,2023-12-21 11:54:41,4.80.4,neutral,rating_rule,112
Teguh Setiawan,SAYA KECEWA SAMA APK GOJEK 3X SAYA PESAN MAKANAN DAN GOJEK PADAHAL SUFAH BENER ALAMAT YANG SAYA TULIS TAPI KENAPA TIDAK SESUAI,1,2024-01-05 12:15:03,4.80.4,negative,rating_rule,126
Fatur Rohman,jangan bikin akun gojek driver klau gak pada mau narik mah anjer ongkos aja harus besar kenyamnan gak ada di kasih hujan gak mau pada narik padahal gua pesen nya gocar bukan goride bego,1,2024-01-05 12:12:03,4.80.4,negative,rating_rule,185
Echo Pardede,Udah gak ada Gotix lagi Makin hari fitur gojek makin berkurang Hadehh,1,2024-01-05 12:11:43,4.80.4,negative,rating_rule,69
Teranatalie Teranatalie,terlalu mahalgak ada diskon pula  alamak,1,2024-01-05 10:53:02,4.80.4,negative,rating_rule,40
Nabila Saru,Apk ny bagussangat merokomendasikan,5,2024-01-05 10:50:05,4.80.4,positive,rating_rule,35
Reza Maulana,Mantap pelayanannya baik sekali,5,2024-01-05 10:49:58,4.80.4,positive,rating_rule,31
Edgar Stone,Lagi laper mau pesen makan malah error dan muncul tulisan server sedang sibuk dan diulang tetep muncul terus kata kata seperti itu Sudah update ke versi terbaru dan dalam posisi memakai sinyal WiFi yang lancar tetapi masih error terus,1,2024-01-05 07:28:22,4.80.4,negative,rating_rule,234
Naldi Loper,Sangat bagus sekali,5,2024-01-02 06:57:30,4.80.4,positive,rating_rule,19
aris zulkarnain,sangat terbantu dengan aplikasi ini,5,2024-01-02 07:04:41,4.80.4,positive,rating_rule,35
Imanuel Teguh,Apk gak jelas dah up tetep aja gak bisa di pakai parah pengguna lama ini woii,1,2024-01-05 07:33:20,4.80.4,negative,rating_rule,77
Ileta Soetrisna,Promonya kurang Banyakin donk promo goridenya Aplikasi sering keluar sendiri,2,2023-12-22 10:02:24,4.80.4,negative,rating_rule,76
baswan aris,diantar sampai tujuan,5,2024-01-02 07:15:25,4.80.4,positive,rating_rule,21
Yuni Pribadi,Custemer harus ada alasan saat membatalkn tetapi driver seenaknya tiba2 membatalkan pesanan,2,2023-12-22 09:30:47,4.80.4,negative,rating_rule,91
Juniar Sugiarto,Sering error,2,2023-12-22 09:28:59,4.80.4,negative,rating_rule,12
Yulia Herman,alhamdulillaah selalu puas pakai aplikasi go jek,4,2024-01-02 07:26:02,4.80.4,positive,rating_rule,48
Pengguna Google,mantaaapsangat membantu tapi sayang banget gopay later nya denda nya sangat tidak bersahabat menyekik konsumen besar banget per hari 50rb denda nya tagihan 200 jadi 250 sama denda nyasangat menyesaaall pake gopay later,4,2024-01-02 07:42:53,4.80.4,positive,rating_rule,218
Zlatan Ferdhy,Jadi mudah gampang klo mau kmna mnaterjangkau lagi,5,2024-01-05 07:22:54,4.80.4,positive,rating_rule,50
Dika Samudra,Nih saya kasih saran ya kalo bisa pembayaran gopay later itu harus dari jauh hari giliran telat sehari kena denda 50rb Misal saya harus bayar tanggal 15 Januari nah bikin fitur jadi bisa bayar ditanggal 10 januari jangan curang dongorang gak setiap saat bisa bayar tepat waktu GOJEK sengaja curang kayak gitu supaya semua orang kena denda,1,2024-01-02 07:50:46,4.80.4,negative,rating_rule,338
Kicauan murai batu,Gooood,5,2023-12-21 12:17:13,4.80.4,positive,rating_rule,6
jully Isran,Gojek sudah antar pedanan tapi ibu lg sholat gojek antar kealamat yg salah Tp gojek balik lagi ternyata prdanan ibu masih ada dan skrng sudah diterima ibu kasisn saja driver gojrknya jd bolak bslik,5,2024-01-02 06:56:50,4.80.4,positive,rating_rule,197
Iman Sudiman,Knp gak bisa di buka ini apknya pdhl udh di update,5,2023-12-21 12:15:18,4.80.4,positive,rating_rule,50
Shofiyah Utami,terima kasih,5,2024-01-02 06:43:19,4.80.4,positive,rating_rule,12
Novita Nov,Admiiinnnnnnn bisain lagi dong pulsa dan paket data pake GopayLatter  hikss sedih aku tu udah ga bisa lagiiiiiii,4,2024-01-05 10:25:48,4.80.4,positive,rating_rule,112
Yudhi Darmawan,Harga lebih bersaing,5,2024-01-02 06:36:07,4.80.4,positive,rating_rule,20
Melly Roselyna,Tetap yang terbaik,5,2024-01-05 10:10:21,4.80.4,positive,rating_rule,18
Taufikhidayat tulloh,Udh ber taun taun pake Gojek Semenjak di abdate gopayletera gak bisa di pake alias terblokir padahal GK pernah telat soal pembayarannya Nexs unistal ajh deh,1,2024-01-05 09:48:43,4.80.4,negative,rating_rule,156
Zoom Pro,Saya coba dulu,3,2024-01-02 06:38:06,4.80.4,neutral,rating_rule,14
Rakha widjaja,Sdh 3 hari saya ga bisa2 buka aplikasi gojek knapa ya Padahal saya baru masukin dana ke gopay Need solution please,2,2024-01-05 09:44:31,4.80.4,negative,rating_rule,114
Tika Kartikawati,Kok gak bisa buka merchant gofood ya Mau pesan gofood muter2 terus,2,2024-01-02 06:43:53,4.80.4,negative,rating_rule,66
CAKRA,Sering Error memalukan,1,2023-12-21 12:07:56,4.80.4,negative,rating_rule,22
yudha saputra,ni gimana sih  top up ada laporan nya tapi saldonya ga masuk,1,2023-12-21 12:09:54,4.80.4,negative,rating_rule,60
agus soesilo,Koq saldo ovo saya tdk muncul,2,2023-12-22 10:31:13,4.80.4,negative,rating_rule,29
Nismara Nalani,Selalu dapet driver yang jauh,2,2024-01-05 08:46:35,4.80.4,negative,rating_rule,29
Wahyu setia,Bagussangat membantu,5,2024-01-05 03:00:02,4.80.4,positive,rating_rule,20
Pengguna Google,Makin susah makin ancurrr,1,2023-12-21 12:45:52,4.80.4,negative,rating_rule,25
Erni Wijayanti,Ini gimana ya kok gak bisa order Pas mau bayar malah blank Bukan karena jaringan internet nya ya karena buat yang lain bisa hanya waktu mau order aja gak bisa,1,2023-12-21 13:03:36,4.80.4,negative,rating_rule,158
Rudi Bothakxx,Aplikasi oke,5,2024-01-02 16:58:57,4.80.4,positive,rating_rule,12
Ojol Galaxy,nikmaty kringet driver,1,2024-01-04 17:39:06,4.80.4,negative,rating_rule,22
Nona Erni,Gojek,5,2024-01-04 17:20:02,4.80.4,positive,rating_rule,5
Cecep Kalcit,harga lbh murah,5,2024-01-02 17:07:03,4.80.4,positive,rating_rule,15
Elizabeth Mulyani,pelayanan bagus walau hujan tetap semangat melayani masyarakat,4,2024-01-02 17:13:29,4.80.4,positive,rating_rule,62
Dimas Aditia Saputra,aplikasi gofood yg skrg yg versi terbaru agak aneh promo kurang menarik dan skrg opsi driver ada pilihanya mau cepet sampe atau lama tergantung ongkirongkir mahal nyampe nya cepet ongkir murah nyampenya lama kemaren kemaren lalu gk gini gini amat tolong kembalikan gojek yg dulu,2,2024-01-04 17:16:19,4.80.4,negative,rating_rule,278
Anastasia Sandy Carolin,Mengapa penukaran coin tidak dipotongSaat coin digunakan di tempat coin sdh 0 sedangkan di pembayaran tidak dipotong sedikitpun,2,2024-01-02 17:24:30,4.80.4,negative,rating_rule,127
Reseh Boy,Berfaidah,5,2024-01-04 17:11:20,4.80.4,positive,rating_rule,9
Alya Lia,Aplikasi gk jelas eror mulu internet kenceng tp mau pesen makan loding mulu padahal buat yg lain aman buat Shopee aja lancar,1,2023-12-21 13:03:54,4.80.4,negative,rating_rule,124
Lina Lina,Min minta tolong drivernya suruh pake deodoran soalnya udh 2x nemu go car bau ketek bgt mau cancel gak enak kasian Bertahuntahun pake go car baru kali 2x ini dapet yang bau ketek,4,2024-01-02 18:31:02,4.80.4,positive,rating_rule,178
Mufli Likhun,Gojek terpercaya nyaman dan cepat sampai tujuan,5,2024-01-02 21:11:09,4.80.4,positive,rating_rule,47
Rifki,Aplikasi nya jelek loading terus sinyal bagus update yang terbaru udah hapus install hapus install susah masuk ke akun saya,1,2023-12-21 13:03:55,4.80.4,negative,rating_rule,123
INd_Chanel27,Hallo gopaylater saya tidak bisa digunakan padahal semua tagihan sudah dibayar tepat waktu,1,2024-01-02 21:22:05,4.80.4,negative,rating_rule,90
ARAFAT GANG,Voucher mu gak asyik lagi,1,2024-01-02 16:44:48,4.80.4,negative,rating_rule,25
A Wahyu,Alhamdulillah nyaman Penjemputan tepat ok bos,5,2024-01-04 19:17:51,4.80.4,positive,rating_rule,45
Fitriani,Data saya bocor akibat pinjam uang di go pinjam Padahal saya bayar selalu tepat waktu Di suruh menceritakan permasalahan via email tapi Alamat email yang di tentukan gak valid,1,2024-01-04 21:17:28,4.80.4,negative,rating_rule,175
Spontan Uhuyy,5 AKUN GOJEK SAYATIDAK ADA SATU PUN PROMOSINTING EMANG,1,2024-01-02 14:55:10,4.80.4,negative,rating_rule,54
Imomori Andreo,Parah pesanan biteship gak bisa di klik chat centang 1 terus gak masuk2parah bgt gojek skrg kalo gini terus siapa yg mau bertahan ni dengan aplikasi yg sering eror gini,1,2024-01-02 15:05:27,4.80.4,negative,rating_rule,168
Partahi Habonaran Siagian,Apk nya makin update makin ngaur pas apk di buka oke oke aj tpi tiba tiba keluar sendiri udh tuuh apk nya gk bisa lagi di buka setiap di buka kluar sendiri,1,2024-01-02 15:07:32,4.80.4,negative,rating_rule,155
Ahmad Hidayat,Trimakasih,5,2024-01-02 15:12:54,4.80.4,positive,rating_rule,10
Dian Permana,Aplikasinya udh diupdate malah gak bisa dibuka padahal sinyalnya stabil aduh gimana inii,3,2024-01-02 15:19:06,4.80.4,neutral,rating_rule,88
M. Arif Zikrillah,Sampah,1,2024-01-02 15:53:45,4.80.4,negative,rating_rule,6
Dwi amalia Fatonah,Pelayanan jelek gopay saya ketahan toko tutup tapi di aplikasi buka uda GANTI 3 DRIVER KATA NYA TOKONYA TUTUP TOLONG GOPAY SAYA KETAHAN,1,2024-01-02 15:19:43,4.80.4,negative,rating_rule,135
dark mocha,BANYAK PROMO NYAAA,5,2024-01-04 19:15:08,4.80.4,positive,rating_rule,18
Yopi Agustian,Sukses terus,5,2024-01-04 19:11:14,4.80.4,positive,rating_rule,12
obunaga,Tolol anjg blokir nya jangan kelamaan masalah nya toblo lu kek kontl susah di pencet,3,2024-01-02 15:29:53,4.80.4,neutral,rating_rule,84
firman firmansyah,Gblk internet gangguan trus,1,2024-01-02 15:44:22,4.80.4,negative,rating_rule,27
aditya Yudistira,Lelet aplik,1,2023-12-21 13:09:51,4.80.4,negative,rating_rule,11
Yahya Baraqbah,Cepat tepat waktu,5,2024-01-03 00:12:51,4.80.4,positive,rating_rule,17
Rifky Alfarizi,ni yang bener bener ae lahh gua pesen go car 30 menit lebih gaada yang mau pa gimana padahal di mapsnya banyak kali ni gocar di sekitar gua,1,2024-01-03 00:16:16,4.80.4,negative,rating_rule,139
adi maulana,Setelah diperbarui malah makin ga jelas liat saldo gopay aja susah banget Ini gmn sih baru isi saldo gopay tpi ga bisa liat saldonya,1,2023-12-21 13:07:54,4.80.4,negative,rating_rule,132
Yohanes Vito Bagus Riyadi,Aplikasinya oke cuman drivernya sering aneh dilihat dari peta dekat di lokasi cuma ketika pesan tidak di terima Kalaupun sedang antar penumpang kenapa masih di tempat yang sama gak jalan,2,2024-01-03 00:26:36,4.80.4,negative,rating_rule,186
Abustan Sahid,Banyak membantu,5,2024-01-03 00:47:11,4.80.4,positive,rating_rule,15
Andri Ansyah,Parah masa paylater tiba tiba di blokir padahal engga pernah telat,1,2024-01-03 00:50:31,4.80.4,negative,rating_rule,66
Ediyo,Bagusma kasih yah,5,2024-01-04 15:10:08,4.80.4,positive,rating_rule,17
Syahrul & Syifa,Kapok make gopay later  cuma telat 1 hari aja dendanya 50ribu Selevel cicilan lain nya gak segitu dendanya kali Ini mah gilaa Korup banget Jadi kapok mau make gopaylater lagi Kebangetan dendanya,2,2024-01-03 00:12:12,4.80.4,negative,rating_rule,194
heheh.mp4,susah dapat driver padahal lagi buru buru sekali nya dapet di cancel aplikasi tidak layak,1,2024-01-03 00:52:18,4.80.4,negative,rating_rule,89
Ari Prayogi,Kenapa di blokir,1,2023-12-21 13:14:58,4.80.4,negative,rating_rule,16
Firdaussiyah 565,Aplikasi sangat bagus banyak promo setiap bulan nya dan juga driver di gojek ramah,5,2024-01-04 15:07:34,4.80.4,positive,rating_rule,82
warja darmawan,Akhir2 ini aplikasi sering crassforce close bahkan gak bs dibuka sama sekali jd males pakainya klau masalah jaringan kenapa aplikasi yg lain lancar youtobe streaming fb IG dll,1,2024-01-03 00:56:33,4.80.4,negative,rating_rule,175
Hendri Yas,Saya kasih bintang satu perut dah lapar Pesanan di ambil resto Respon dari resto nggk ada driver nggk ditemukan setelah Saya ambil promo,1,2024-01-04 15:05:08,4.80.4,negative,rating_rule,136
Mus Syafa,Semakin mantap,5,2024-01-03 01:05:21,4.80.4,positive,rating_rule,14
Mrs. Mustika,Tgl 2 Januari 2024 saya pesan barang di tokped pemilihan kurir sameday Lalu pd jam 1141 siang ada telp dengan no baru dan saya tdk lantas mengankatnya karna sedang tidak pegang hp pd saat itu saya liat di riwayat panggilan kiranya jam 1208 saya liat sudah ada bbrp telp masuk dan ada inbox dari gojek Ternyata paket saya sudah sampai lalu saya liat chat drivernyasungguh disayangkan chat terakhir dari drivernya yg mengatakan setan paket mau diambil gak gua udah lama nungguin anjg,1,2024-01-04 15:28:22,4.80.4,negative,rating_rule,481
Nihar Tati,Mantap sangat membantu adanya gojek,5,2023-12-22 03:01:41,4.80.4,positive,rating_rule,35
Mbah Dosen Channel,Menolong disaat lapar tapi mager apalagi pas hujan,5,2024-01-04 16:34:40,4.80.4,positive,rating_rule,50
Donny Chemplon,Kerennn,5,2023-12-22 03:40:09,4.80.4,positive,rating_rule,7
Dwi Wigati,Makin kesini makin ga bagus aja ni aplikasigopaylater tiba tiba di blokir tanpa ada keterangan yang jelas padahal awalnya bisa buat transaksi di tokopedia tiba2 gagal terus pas lihat kolom pembayaran gopaylater diblokirsudah lapor dan jawabannya sma aja tidak bisa mengetahui pasti kenapa di blokir Kalau jawabannya hanya itu lihat di google juga banyak Ga bisa mengatasi masalah dengan jelas,1,2024-01-02 22:34:52,4.80.4,negative,rating_rule,392
